,BAD,Loan Total,Mortgage Due,Value,Reason of Default,Occupation,Years at Job,Major derogatory,Delinquent credit lines,Age Of Oldest Credit Line in Months,Number Of Recent Credit Inquiries,Number of Credit Lines,Debt-to-Income Ratio,Home Value
604,0,7700,32243.0,"20000-39,999",HomeImp,ProfExe,12.0,0.0,0.0,180.41578673,0.0,13.0,21.72081838,"20000-39,999"
172,0,5000,,"20000-39,999",HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,,"20000-39,999"
286,0,5800,,"20000-39,999",HomeImp,Other,2.0,0.0,0.0,266.55339438,1.0,25.0,43.30976454100001,"20000-39,999"
5282,1,28900,63748.0,"20000-39,999",DebtCon,Sales,9.0,4.0,1.0,124.24789861,6.0,23.0,44.578500055,"20000-39,999"
209,0,5200,,"20000-39,999",DebtCon,Other,2.0,0.0,0.0,266.81346457,1.0,14.0,23.797401058000002,"20000-39,999"
1616,0,11600,,"20000-39,999",HomeImp,Other,,,1.0,93.72713803100001,0.0,10.0,37.202953562,"20000-39,999"
5522,0,34100,241931.0,"20000-39,999",DebtCon,Mgr,1.0,0.0,2.0,196.00883159,3.0,50.0,42.458581788000004,"20000-39,999"
271,0,5700,28127.0,"20000-39,999",HomeImp,ProfExe,10.0,0.0,0.0,181.28295679,0.0,13.0,24.339533569,"20000-39,999"
704,0,8100,26886.0,"20000-39,999",HomeImp,ProfExe,12.0,0.0,0.0,188.41982641,0.0,13.0,24.865567185,"20000-39,999"
1112,1,9900,21400.0,"20000-39,999",DebtCon,Self,2.0,0.0,0.0,154.2,2.0,26.0,,"20000-39,999"
1109,0,9900,28432.0,"20000-39,999",HomeImp,Office,0.0,0.0,0.0,111.53162529,1.0,29.0,37.588195648,"20000-39,999"
1852,0,12400,16375.0,"20000-39,999",DebtCon,Mgr,8.0,0.0,0.0,120.67492799,0.0,11.0,24.089437148000002,"20000-39,999"
937,1,9100,17218.0,"20000-39,999",DebtCon,Other,8.0,0.0,1.0,115.75209332,3.0,5.0,37.479410286,"20000-39,999"
680,1,8000,32100.0,"20000-39,999",HomeImp,Other,4.0,0.0,0.0,79.458845053,2.0,8.0,31.276715679000002,"20000-39,999"
973,0,9300,,"20000-39,999",HomeImp,Other,,,,304.52018936,,11.0,30.738813764,"20000-39,999"
183,1,5000,28000.0,"20000-39,999",DebtCon,Other,2.0,1.0,0.0,222.2,1.0,6.0,,"20000-39,999"
564,1,7500,32070.0,"20000-39,999",DebtCon,Other,1.0,1.0,0.0,228.03600011,0.0,6.0,30.162214113,"20000-39,999"
570,0,7500,11358.0,"20000-39,999",DebtCon,Other,5.0,0.0,0.0,286.9228238,0.0,11.0,23.06292573,"20000-39,999"
1596,0,11500,22758.0,"20000-39,999",DebtCon,Office,7.0,0.0,1.0,103.04811711,0.0,16.0,19.020168304000002,"20000-39,999"
5548,0,35200,239513.0,"20000-39,999",DebtCon,Mgr,0.0,0.0,1.0,183.37345235,2.0,49.0,40.779848704,"20000-39,999"
5549,0,35200,234682.0,"20000-39,999",DebtCon,Mgr,2.0,0.0,1.0,216.6666372,2.0,50.0,40.410051409,"20000-39,999"
642,0,7900,,"20000-39,999",HomeImp,Other,,,,285.11101511,,12.0,29.413549764000003,"20000-39,999"
978,1,9300,24000.0,"20000-39,999",DebtCon,Office,3.5,1.0,1.0,148.03333333,2.0,19.0,,"20000-39,999"
85,1,4000,29562.0,"20000-39,999",DebtCon,Other,6.0,0.0,0.0,92.133333333,1.0,26.0,,"20000-39,999"
1113,0,9900,8673.0,"20000-39,999",DebtCon,Other,4.0,0.0,0.0,256.68058385,0.0,12.0,24.496286322,"20000-39,999"
2044,0,13000,20200.0,"20000-39,999",DebtCon,ProfExe,21.0,0.0,1.0,199.9,2.0,16.0,,"20000-39,999"
709,0,8200,10909.0,"20000-39,999",DebtCon,Other,3.0,0.0,0.0,268.25460165,0.0,12.0,22.232952814,"20000-39,999"
4964,0,26300,,"20000-39,999",HomeImp,Other,26.0,0.0,0.0,92.85512943200001,2.0,15.0,27.217028651,"20000-39,999"
5376,0,30800,21172.0,"20000-39,999",DebtCon,Other,30.0,0.0,0.0,208.49869628,0.0,15.0,41.358171066,"20000-39,999"
400,0,6500,33639.0,"20000-39,999",HomeImp,ProfExe,11.0,0.0,0.0,191.07565590000002,0.0,13.0,24.227319339,"20000-39,999"
5490,0,33400,20921.0,"20000-39,999",DebtCon,Other,28.0,0.0,0.0,198.89704666,0.0,14.0,42.556362818000004,"20000-39,999"
3255,0,17400,24687.0,"20000-39,999",,Office,2.0,0.0,0.0,217.74427464,0.0,16.0,38.251392033,"20000-39,999"
2938,0,16200,25329.0,"20000-39,999",DebtCon,ProfExe,21.0,1.0,0.0,207.15954753,2.0,16.0,32.718088027,"20000-39,999"
396,0,6500,,"20000-39,999",HomeImp,Other,,,,333.23089989,,11.0,29.011980578000003,"20000-39,999"
175,1,5000,,"20000-39,999",HomeImp,Other,,0.0,3.0,107.13333333,10.0,5.0,,"20000-39,999"
5104,0,27300,,"20000-39,999",HomeImp,Other,22.0,0.0,0.0,82.660269477,2.0,14.0,29.609847557,"20000-39,999"
876,1,8800,32169.0,"20000-39,999",DebtCon,Other,3.0,0.0,0.0,74.449294767,3.0,19.0,25.34174093,"20000-39,999"
3509,0,18500,23618.0,"20000-39,999",,Office,1.0,0.0,0.0,199.7237771,0.0,15.0,36.982729198,"20000-39,999"
5539,0,34900,236340.0,"20000-39,999",DebtCon,Mgr,2.0,0.0,1.0,220.60253506,4.0,50.0,41.857415928,"20000-39,999"
1186,1,10000,13161.0,"20000-39,999",DebtCon,Other,,3.0,0.0,79.1,2.0,9.0,,"20000-39,999"
1592,0,11500,29281.0,"20000-39,999",HomeImp,Mgr,15.0,0.0,0.0,61.915444655,0.0,9.0,30.702428546,"20000-39,999"
2016,0,12900,18106.0,"20000-39,999",DebtCon,Mgr,8.0,0.0,0.0,134.38410886,0.0,10.0,20.515961862,"20000-39,999"
1912,0,12600,25000.0,"20000-39,999",HomeImp,Other,8.8,0.0,0.0,87.2,2.0,12.0,,"20000-39,999"
3236,0,17300,20798.0,"20000-39,999",,Office,2.0,0.0,0.0,219.30936478,0.0,16.0,37.763211014,"20000-39,999"
2370,0,14300,21828.0,"20000-39,999",DebtCon,Mgr,17.0,1.0,0.0,103.5,1.0,17.0,,"20000-39,999"
5334,0,30000,20000.0,"20000-39,999",DebtCon,Other,0.9,0.0,0.0,59.833333333,0.0,7.0,,"20000-39,999"
4588,1,24000,19500.0,"20000-39,999",DebtCon,Other,,0.0,1.0,198.9,,17.0,,"20000-39,999"
526,0,7200,,"20000-39,999",HomeImp,Other,,,,299.75272612,,12.0,31.880033183000002,"20000-39,999"
5333,0,30000,15214.0,"20000-39,999",DebtCon,Other,26.0,0.0,0.0,199.46979091,0.0,15.0,39.549873804,"20000-39,999"
1558,0,11400,,"20000-39,999",HomeImp,Other,,,0.0,88.88697534100001,0.0,10.0,37.658388771,"20000-39,999"
911,0,9000,8221.0,"20000-39,999",DebtCon,Other,4.0,0.0,0.0,266.38379937,0.0,12.0,23.703067187,"20000-39,999"
4318,0,22400,18371.0,"20000-39,999",DebtCon,Other,1.0,0.0,0.0,37.235000479,2.0,3.0,29.476003401,"20000-39,999"
5075,0,27000,,"20000-39,999",DebtCon,Other,8.0,0.0,,87.474223059,,13.0,20.927415374000002,"20000-39,999"
5514,0,33900,232317.0,"20000-39,999",DebtCon,Mgr,2.0,0.0,2.0,213.20965137,3.0,50.0,42.557829098,"20000-39,999"
2097,0,13200,22270.0,"20000-39,999",DebtCon,Office,5.0,0.0,1.0,107.77338665,0.0,17.0,20.643199675,"20000-39,999"
5071,0,27000,,"20000-39,999",DebtCon,Other,8.0,1.0,,85.179503348,,14.0,23.691176013000003,"20000-39,999"
2695,1,15300,21383.0,"20000-39,999",HomeImp,Mgr,20.0,0.0,1.0,182.6,4.0,31.0,,"20000-39,999"
659,1,8000,33000.0,"20000-39,999",HomeImp,Other,2.0,0.0,0.0,,0.0,0.0,,"20000-39,999"
163,1,5000,6000.0,"20000-39,999",HomeImp,Self,7.0,0.0,1.0,335.03333333,3.0,42.0,,"20000-39,999"
1934,0,12700,27459.0,"20000-39,999",HomeImp,Mgr,16.0,0.0,0.0,72.329572042,0.0,9.0,31.605665455,"20000-39,999"
5459,0,32600,233216.0,"20000-39,999",DebtCon,Mgr,4.0,0.0,1.0,226.14698877,2.0,49.0,40.222182864000004,"20000-39,999"
5461,0,32700,14955.0,"20000-39,999",DebtCon,Other,29.0,0.0,0.0,197.98631477,0.0,14.0,41.529096268,"20000-39,999"
725,0,8200,,"20000-39,999",HomeImp,Other,,,,302.53018223,,10.0,30.445375630999997,"20000-39,999"
61,1,3500,23200.0,"20000-39,999",HomeImp,Other,11.0,0.0,0.0,162.36666667,0.0,14.0,,"20000-39,999"
1775,1,12100,22000.0,"20000-39,999",DebtCon,Other,0.8,0.0,0.0,167.4,1.0,17.0,,"20000-39,999"
2486,0,14800,16448.0,"20000-39,999",DebtCon,Office,7.0,0.0,0.0,91.005539849,0.0,16.0,19.240351261,"20000-39,999"
2543,1,15000,34200.0,"20000-39,999",DebtCon,Other,9.2,0.0,0.0,170.7,4.0,21.0,,"20000-39,999"
1586,1,11500,21096.0,"20000-39,999",DebtCon,Office,13.0,0.0,0.0,129.7,0.0,5.0,,"20000-39,999"
4999,0,26500,,"20000-39,999",DebtCon,Other,11.0,1.0,,102.75290244,,14.0,20.353582085,"20000-39,999"
79,1,3900,21200.0,"20000-39,999",DebtCon,Mgr,4.0,0.0,1.0,86.566666667,2.0,14.0,,"20000-39,999"
1842,1,12300,11300.0,"20000-39,999",,Other,,5.0,1.0,170.43333333,3.0,21.0,,"20000-39,999"
1313,0,10500,26000.0,"20000-39,999",DebtCon,Other,9.0,,1.0,152.23333333,7.0,29.0,,"20000-39,999"
5160,1,27700,19300.0,"20000-39,999",DebtCon,Mgr,12.0,3.0,0.0,212.06666667,0.0,46.0,,"20000-39,999"
0,1,1100,25860.0,"20000-39,999",HomeImp,Other,10.5,0.0,0.0,94.366666667,1.0,9.0,,"20000-39,999"
366,0,6300,,"20000-39,999",HomeImp,Other,,,,294.47804756,,12.0,31.447750409,"20000-39,999"
281,0,5700,,"20000-39,999",HomeImp,Other,3.0,0.0,0.0,272.22062826,0.0,25.0,39.896104618,"20000-39,999"
2455,0,14700,27235.0,"20000-39,999",HomeImp,Other,8.0,0.0,0.0,71.420815089,2.0,11.0,29.151698162,"20000-39,999"
778,0,8400,,"20000-39,999",HomeImp,Other,,,1.0,80.075339194,0.0,10.0,35.683502202,"20000-39,999"
2743,0,15500,25448.0,"20000-39,999",,Office,3.0,0.0,0.0,215.59249909,0.0,16.0,38.975114989,"20000-39,999"
1895,0,12500,,"20000-39,999",HomeImp,Other,0.0,0.0,0.0,309.4,1.0,9.0,,"20000-39,999"
1980,0,12800,29100.0,"20000-39,999",HomeImp,Other,7.0,0.0,0.0,93.39500246600001,2.0,12.0,31.283061018,"20000-39,999"
2829,0,15800,24939.0,"20000-39,999",,Office,2.0,0.0,0.0,209.03744147,0.0,16.0,38.888128371,"20000-39,999"
1125,1,9900,23767.0,"20000-39,999",DebtCon,Other,5.0,1.0,0.0,145.76577376,0.0,9.0,24.605128805,"20000-39,999"
776,0,8400,30146.0,"20000-39,999",HomeImp,ProfExe,11.0,0.0,0.0,183.09274953,0.0,12.0,23.097201883,"20000-39,999"
5344,0,30200,20956.0,"20000-39,999",DebtCon,Other,0.0,1.0,0.0,73.391797524,0.0,7.0,13.495367368,"20000-39,999"
5540,0,35000,240994.0,"20000-39,999",DebtCon,Mgr,3.0,0.0,1.0,210.50181736,3.0,50.0,42.967511635,"20000-39,999"
701,1,8100,19772.0,"20000-39,999",DebtCon,Other,0.0,0.0,1.0,82.335287775,1.0,12.0,20.342467722000002,"20000-39,999"
1672,0,11900,,"20000-39,999",HomeImp,Other,,,1.0,81.394829612,0.0,9.0,35.503664257,"20000-39,999"
216,1,5200,40564.0,"20000-39,999",HomeImp,Other,0.0,0.0,0.0,157.77103572,1.0,13.0,72.670433313,"20000-39,999"
5181,1,27900,62264.0,"20000-39,999",DebtCon,Sales,10.0,3.0,1.0,118.77826456,7.0,23.0,48.077531472,"20000-39,999"
2662,0,15200,20005.0,"20000-39,999",DebtCon,Mgr,8.0,0.0,0.0,96.734902994,0.0,10.0,21.74161074,"20000-39,999"
527,1,7200,15637.0,"20000-39,999",HomeImp,Self,6.0,0.0,1.0,354.23976343,3.0,42.0,33.624133446,"20000-39,999"
873,0,8800,26607.0,"20000-39,999",HomeImp,Office,0.0,0.0,0.0,104.69282515,1.0,30.0,38.326728213,"20000-39,999"
3432,0,18100,27239.0,"20000-39,999",DebtCon,Mgr,17.0,0.0,0.0,111.53221405,1.0,16.0,24.449452808,"20000-39,999"
2762,0,15500,17727.0,"20000-39,999",,Office,1.0,0.0,0.0,204.09586981,0.0,16.0,40.660186443,"20000-39,999"
1415,1,10800,24182.0,"20000-39,999",DebtCon,ProfExe,2.0,0.0,0.0,176.83333333,0.0,36.0,,"20000-39,999"
706,1,8100,28523.0,"20000-39,999",DebtCon,Other,5.0,0.0,0.0,130.64393328,0.0,16.0,37.393526416,"20000-39,999"
5112,0,27400,,"20000-39,999",DebtCon,Other,11.0,1.0,,87.379007649,,14.0,20.588214357000002,"20000-39,999"
987,0,9300,21979.0,"20000-39,999",DebtCon,Other,3.0,,,,,,38.844089335,"20000-39,999"
261,0,5600,29648.0,"20000-39,999",HomeImp,ProfExe,11.0,0.0,0.0,180.56306914,0.0,13.0,21.554949655999998,"20000-39,999"
1259,1,10200,29581.0,"20000-39,999",DebtCon,Self,3.0,0.0,0.0,149.87462567,2.0,26.0,43.197242061000004,"20000-39,999"
1034,1,9500,,"40000-59,999",HomeImp,Other,10.0,0.0,0.0,36.5,1.0,1.0,,"40000-59,999"
2597,1,15000,62100.0,"40000-59,999",DebtCon,ProfExe,1.0,0.0,0.0,111.6,2.0,13.0,,"40000-59,999"
5458,0,32600,17918.0,"40000-59,999",DebtCon,Mgr,7.0,0.0,0.0,45.666666667,0.0,7.0,,"40000-59,999"
3530,0,18600,20915.0,"40000-59,999",,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,"40000-59,999"
1295,0,10400,21235.0,"40000-59,999",DebtCon,Other,3.0,,,,,,36.905414314,"40000-59,999"
2234,0,13700,32942.0,"40000-59,999",HomeImp,Other,8.0,0.0,0.0,65.000742252,2.0,12.0,30.268368849,"40000-59,999"
999,0,9400,26700.0,"40000-59,999",HomeImp,Other,9.0,0.0,0.0,80.166666667,0.0,4.0,,"40000-59,999"
578,1,7500,,"40000-59,999",HomeImp,Other,5.0,0.0,0.0,,1.0,0.0,,"40000-59,999"
18,1,2300,28192.0,"40000-59,999",HomeImp,Other,4.5,0.0,0.0,54.6,1.0,16.0,,"40000-59,999"
511,0,7100,,"40000-59,999",HomeImp,Other,3.0,0.0,0.0,272.9226847,1.0,25.0,41.916899529,"40000-59,999"
798,1,8500,18240.0,"40000-59,999",HomeImp,Other,1.0,0.0,1.0,306.4,0.0,12.0,,"40000-59,999"
5486,0,33200,23858.0,"40000-59,999",DebtCon,Other,0.0,0.0,0.0,56.603895448,0.0,7.0,16.695828595,"40000-59,999"
942,1,9100,28550.0,"40000-59,999",HomeImp,Other,5.0,0.0,0.0,109.53563552,7.0,33.0,23.082905341999997,"40000-59,999"
5,1,1700,30548.0,"40000-59,999",HomeImp,Other,9.0,0.0,0.0,101.46600191,1.0,8.0,37.113613558000004,"40000-59,999"
602,0,7600,,"40000-59,999",HomeImp,Other,3.0,0.0,0.0,265.02047536,1.0,25.0,43.300105312,"40000-59,999"
5335,0,30100,24350.0,"40000-59,999",DebtCon,Other,0.0,0.0,0.0,81.840250201,0.0,6.0,13.409995647999999,"40000-59,999"
4304,1,22400,15765.0,"40000-59,999",HomeImp,Other,0.0,1.0,3.0,117.66666667,0.0,12.0,,"40000-59,999"
5448,0,32300,28213.0,"40000-59,999",DebtCon,Other,0.0,0.0,0.0,55.044242521,0.0,7.0,15.396876659,"40000-59,999"
2251,1,13800,35807.0,"40000-59,999",DebtCon,Other,1.0,0.0,0.0,91.26666666700001,1.0,17.0,,"40000-59,999"
1860,0,12400,34055.0,"40000-59,999",DebtCon,Other,9.0,,0.0,147.01282696,6.0,29.0,39.930947359,"40000-59,999"
2345,0,14200,34558.0,"40000-59,999",HomeImp,Other,8.0,0.0,0.0,76.431213214,2.0,11.0,31.041183878000002,"40000-59,999"
3595,1,18900,17800.0,"40000-59,999",DebtCon,Office,6.0,2.0,0.0,167.46666667,2.0,16.0,,"40000-59,999"
22,1,2400,28000.0,"40000-59,999",HomeImp,Mgr,12.0,0.0,0.0,67.2,2.0,22.0,,"40000-59,999"
5126,0,27500,,"40000-59,999",DebtCon,Other,8.0,1.0,,95.533519165,,13.0,20.39892362,"40000-59,999"
54,1,3200,27200.0,"40000-59,999",HomeImp,Other,,0.0,0.0,298.13156403,0.0,7.0,35.553538789,"40000-59,999"
5541,0,35000,239058.0,"40000-59,999",DebtCon,Mgr,4.0,0.0,1.0,212.01540583,3.0,49.0,40.131815447,"40000-59,999"
2281,0,13900,,"40000-59,999",HomeImp,Other,0.0,0.0,0.0,297.9070847,1.0,8.0,25.940710954,"40000-59,999"
2612,0,15000,26284.0,"40000-59,999",DebtCon,ProfExe,20.0,0.0,1.0,198.83120375,1.0,16.0,32.012392305,"40000-59,999"
3322,0,17700,17480.0,"40000-59,999",,Office,1.0,0.0,0.0,196.1319389,0.0,15.0,37.923659517,"40000-59,999"
2231,0,13700,12577.0,"40000-59,999",DebtCon,Mgr,7.0,0.0,0.0,133.54201413,0.0,10.0,22.964772727,"40000-59,999"
287,0,5800,,"40000-59,999",HomeImp,Other,2.0,0.0,0.0,261.40521864,0.0,26.0,42.191941555999996,"40000-59,999"
1139,1,10000,22000.0,"40000-59,999",HomeImp,Mgr,5.0,0.0,0.0,97.96666666700001,0.0,21.0,,"40000-59,999"
1911,0,12600,32742.0,"40000-59,999",DebtCon,Other,10.0,,1.0,170.40710644,7.0,29.0,37.802669594,"40000-59,999"
3308,0,17600,29201.0,"40000-59,999",DebtCon,Mgr,19.0,0.0,0.0,89.20252735,1.0,16.0,23.93494584,"40000-59,999"
1928,0,12700,,"40000-59,999",HomeImp,Other,0.0,0.0,0.0,302.87005049,1.0,8.0,27.989466591,"40000-59,999"
748,0,8300,,"40000-59,999",HomeImp,Other,,,,302.85663286,,12.0,30.104071435999998,"40000-59,999"
5639,1,39000,3372.0,"40000-59,999",HomeImp,ProfExe,4.3,0.0,0.0,326.66666667,6.0,15.0,,"40000-59,999"
5777,1,46300,39800.0,"40000-59,999",DebtCon,Other,,0.0,0.0,111.6,1.0,3.0,,"40000-59,999"
350,0,6200,,"40000-59,999",HomeImp,Other,,,,293.95872355,,11.0,30.197630728000004,"40000-59,999"
3020,0,16500,23169.0,"40000-59,999",DebtCon,ProfExe,20.0,0.0,0.0,208.07694321,2.0,15.0,34.430575154,"40000-59,999"
5247,0,28500,,"40000-59,999",DebtCon,Other,12.0,1.0,,92.866988596,,13.0,21.901855997,"40000-59,999"
2372,0,14300,33261.0,"40000-59,999",DebtCon,Other,9.0,,0.0,155.14316084,6.0,28.0,40.50295999,"40000-59,999"
300,1,5900,25972.0,"40000-59,999",DebtCon,Other,2.0,0.0,2.0,157.96001139,3.0,27.0,40.628278175,"40000-59,999"
2375,0,14300,,"40000-59,999",HomeImp,Other,0.0,0.0,0.0,314.4683435,0.0,8.0,27.608918921999997,"40000-59,999"
3091,0,16800,23670.0,"40000-59,999",DebtCon,Mgr,17.0,1.0,0.0,106.39856975,0.0,17.0,26.696716261,"40000-59,999"
4558,1,23800,9124.0,"40000-59,999",DebtCon,Other,28.0,0.0,2.0,120.73333333,1.0,16.0,,"40000-59,999"
655,1,8000,28000.0,"40000-59,999",DebtCon,Office,2.0,0.0,0.0,103.4,1.0,20.0,,"40000-59,999"
2388,0,14400,20996.0,"40000-59,999",DebtCon,Mgr,9.0,0.0,0.0,120.95551442,0.0,10.0,21.11871262,"40000-59,999"
447,1,6800,31000.0,"40000-59,999",DebtCon,Mgr,3.5,1.0,0.0,106.26666667,2.0,26.0,,"40000-59,999"
586,1,7500,39600.0,"40000-59,999",DebtCon,Self,1.0,0.0,0.0,47.7,1.0,15.0,,"40000-59,999"
5496,0,33500,240157.0,"40000-59,999",DebtCon,Mgr,3.0,0.0,2.0,201.61229884,2.0,50.0,41.644794258000005,"40000-59,999"
535,1,7300,28500.0,"40000-59,999",HomeImp,Other,3.0,,,,,,,"40000-59,999"
2527,1,15000,8200.0,"40000-59,999",DebtCon,ProfExe,18.0,1.0,0.0,122.23314815,0.0,23.0,,"40000-59,999"
5520,0,34100,241545.0,"40000-59,999",DebtCon,Mgr,1.0,0.0,2.0,196.55422123,3.0,50.0,42.042706175999996,"40000-59,999"
819,1,8600,36933.0,"40000-59,999",DebtCon,Mgr,4.0,0.0,0.0,100.61642113,2.0,26.0,38.436490085,"40000-59,999"
897,0,8900,,"40000-59,999",HomeImp,Other,,,1.0,56.937096348000004,0.0,10.0,37.35952991,"40000-59,999"
5583,0,36500,18101.0,"40000-59,999",DebtCon,Mgr,7.0,0.0,0.0,49.746202815,0.0,7.0,36.501009331999995,"40000-59,999"
5494,0,33500,18934.0,"40000-59,999",DebtCon,Mgr,5.0,0.0,0.0,38.699227219,0.0,6.0,34.222246713000004,"40000-59,999"
1021,0,9500,28750.0,"40000-59,999",HomeImp,Office,0.0,0.0,0.0,115.5749709,1.0,30.0,39.050394794,"40000-59,999"
430,1,6700,27510.0,"40000-59,999",DebtCon,Other,2.0,0.0,2.0,171.52648922,3.0,27.0,41.428597508,"40000-59,999"
1154,0,10000,,"40000-59,999",HomeImp,Mgr,6.0,,,165.43333333,,9.0,,"40000-59,999"
4118,0,21500,18875.0,"40000-59,999",DebtCon,Other,27.0,0.0,0.0,304.36666667,,13.0,,"40000-59,999"
2309,1,14000,,"40000-59,999",DebtCon,Other,,,,,,,,"40000-59,999"
5164,0,27700,,"40000-59,999",DebtCon,Other,11.0,1.0,,95.043074141,,13.0,20.209037687000002,"40000-59,999"
4802,0,25100,26211.0,"40000-59,999",DebtCon,Other,28.0,0.0,0.0,313.33622787,,12.0,31.295069566,"40000-59,999"
4278,0,22300,21571.0,"40000-59,999",DebtCon,Other,25.0,0.0,0.0,297.67446271,,13.0,33.117017356999995,"40000-59,999"
5531,0,34600,27851.0,"40000-59,999",DebtCon,Mgr,6.0,0.0,0.0,45.927166166999996,0.0,7.0,35.131092706,"40000-59,999"
2979,0,16300,34297.0,"40000-59,999",HomeImp,Other,9.0,0.0,0.0,80.489238338,2.0,11.0,30.284772591,"40000-59,999"
5504,0,33700,12512.0,"40000-59,999",DebtCon,Other,28.0,0.0,0.0,184.13495401,0.0,15.0,42.482374223,"40000-59,999"
2032,0,13000,29196.0,"40000-59,999",DebtCon,Other,9.0,,0.0,143.10806066,6.0,28.0,37.29840496,"40000-59,999"
2002,0,12900,31498.0,"40000-59,999",HomeImp,Mgr,14.0,0.0,0.0,55.021588949,0.0,9.0,31.992753481999998,"40000-59,999"
2707,0,15300,24025.0,"40000-59,999",,Office,2.0,0.0,0.0,207.96214095,0.0,15.0,37.122837196999996,"40000-59,999"
2446,0,14700,30210.0,"40000-59,999",DebtCon,Mgr,17.0,0.0,0.0,86.64182332600001,0.0,17.0,23.397362241,"40000-59,999"
794,1,8500,30077.0,"40000-59,999",DebtCon,Office,0.25,0.0,0.0,89.26666666700001,0.0,10.0,,"40000-59,999"
4324,0,22500,,"40000-59,999",DebtCon,Other,,,,89.3,,13.0,,"40000-59,999"
5572,0,36300,22431.0,"40000-59,999",DebtCon,Mgr,6.0,0.0,0.0,50.419594354,0.0,6.0,33.416148272,"40000-59,999"
1747,1,12000,15231.0,"40000-59,999",DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,,"40000-59,999"
3023,0,16500,,"40000-59,999",HomeImp,Other,1.0,0.0,0.0,331.42686954,0.0,8.0,26.895804456999997,"40000-59,999"
790,0,8500,,"40000-59,999",HomeImp,Other,,,1.0,76.010752573,0.0,9.0,37.659668201,"40000-59,999"
5557,0,35700,238104.0,"40000-59,999",DebtCon,Mgr,3.0,0.0,1.0,206.64707856,3.0,49.0,41.276637124000004,"40000-59,999"
5550,0,35200,239987.0,"40000-59,999",DebtCon,Mgr,2.0,0.0,1.0,210.18900524,3.0,49.0,41.336626730999996,"40000-59,999"
4867,0,25500,,"40000-59,999",DebtCon,Other,,,,89.16926730600001,,13.0,28.865282118000003,"40000-59,999"
7,1,1800,28502.0,"40000-59,999",HomeImp,Other,11.0,0.0,0.0,88.766029879,0.0,8.0,36.884894093,"40000-59,999"
5408,1,31500,16000.0,"40000-59,999",DebtCon,Other,0.0,1.0,1.0,98.433333333,1.0,11.0,,"40000-59,999"
1258,0,10200,34522.0,"40000-59,999",HomeImp,Other,9.0,0.0,0.0,92.907548338,0.0,3.0,36.845356693,"40000-59,999"
2731,0,15400,28669.0,"40000-59,999",DebtCon,Mgr,14.0,1.0,0.0,108.19889491,1.0,17.0,24.674174851,"40000-59,999"
2256,0,13800,,"40000-59,999",HomeImp,Other,0.0,0.0,0.0,316.03624437,0.0,9.0,26.166013821999996,"40000-59,999"
245,1,5500,,"40000-59,999",HomeImp,Other,,,,,,,,"40000-59,999"
1700,0,12000,30777.0,"40000-59,999",DebtCon,Other,8.0,,0.0,151.69943102,7.0,28.0,38.177742947,"40000-59,999"
5430,0,31900,16363.0,"40000-59,999",DebtCon,Other,29.0,0.0,0.0,200.3016025,0.0,14.0,42.094179105,"40000-59,999"
5106,0,27300,,"40000-59,999",DebtCon,Other,9.0,0.0,,101.88661478,,14.0,20.808196179,"40000-59,999"
322,0,6000,,"40000-59,999",HomeImp,Other,,,,100.93333333,,9.0,,"40000-59,999"
3225,0,17200,17234.0,"40000-59,999",,Office,1.0,0.0,0.0,215.60754049999997,0.0,15.0,38.318514688,"40000-59,999"
2721,0,15400,25822.0,"40000-59,999",,Office,1.0,0.0,0.0,211.01664194,0.0,15.0,40.529405126,"40000-59,999"
5436,0,32000,22832.0,"40000-59,999",DebtCon,Other,1.0,0.0,0.0,68.328984239,0.0,7.0,13.665797689000001,"40000-59,999"
5464,0,32800,13781.0,"40000-59,999",DebtCon,Other,28.0,0.0,0.0,203.83930475,0.0,14.0,40.657779937,"40000-59,999"
4574,0,23900,27800.0,"40000-59,999",DebtCon,Other,27.0,0.0,0.0,307.62423878,,12.0,31.913704682,"40000-59,999"
4975,0,26300,,"40000-59,999",DebtCon,Other,,,,90.080326966,,12.0,28.688500322,"40000-59,999"
2475,0,14800,,"40000-59,999",DebtCon,Other,,,,339.7,,17.0,,"40000-59,999"
1048,1,9600,24680.0,"40000-59,999",DebtCon,Other,18.0,0.0,3.0,114.66666667,0.0,19.0,,"40000-59,999"
2755,0,15500,25751.0,"40000-59,999",,Office,0.0,0.0,0.0,213.35928169,0.0,16.0,37.794991933,"40000-59,999"
2202,1,13600,30200.0,"40000-59,999",HomeImp,Other,0.0,8.0,1.0,230.3,0.0,18.0,,"40000-59,999"
330,1,6000,,"40000-59,999",HomeImp,Other,,,,,,,21.935498813000002,"40000-59,999"
3254,0,17400,25859.0,"40000-59,999",DebtCon,Mgr,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574,"40000-59,999"
5511,0,33800,15648.0,"40000-59,999",DebtCon,Other,29.0,0.0,0.0,198.45117369,0.0,14.0,42.511975049,"40000-59,999"
3669,1,19300,27747.0,"40000-59,999",DebtCon,Office,7.0,1.0,0.0,167.65798082,1.0,16.0,35.086070551,"40000-59,999"
